CropType,LoanName,Location,LandType,LandSize,Income
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,1.77,43692
Mango,Horticulture Loan,Chikkaballapur,Dryland,2.5,48084
Coconut,Plantation Loan,Tumakuru,Coastal loamy,3.49,47738
Pulses,Organic Farming Loan,Dharwad,Dryland,2.53,19777
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,1.39,50666
Coconut,Plantation Loan,Udupi,Coastal loamy,3.03,40456
Maize,Crop Loan,Davanagere,Dryland,2.57,34294
Beekeeping,Agri Clinic Loan,Kodagu,Forest edge,0.7,68209
Maize,Crop Loan,Chikkaballapur,Dryland,2.56,29270
Beekeeping,Agri Clinic Loan,Chamarajanagar,Forest edge,1.84,61040
Cotton,Pest Management Loan,Haveri,Dryland,2.49,44670
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,1.24,87286
Beekeeping,Agri Clinic Loan,Kodagu,Dryland,1.42,55185
Banana,Horticulture Loan,Mandya,Wetland,2.83,43460
Mango,Horticulture Loan,Chikkaballapur,Dryland,1.3,58191
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.71,94003
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,4.86,26046
Wheat,Crop Loan,Kalaburagi,Dryland,1.8,33110
Groundnut,Crop Loan,Chikkaballapur,Dryland,3.37,33425
Millets,Organic Farming Loan,Koppal,Rainfed,3.67,20524
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.02,59529
Banana,Horticulture Loan,Mysuru,Wetland,3.22,54574
Pulses,NABARD Loan,Gadag,Rainfed,2.23,19911
Rice,Crop Loan,Raichur,Wetland,1.12,34408
Rice,Irrigation Loan,Mandya,Wetland,1.96,30272
Sugarcane,Agricultural Term Loan,Mysuru,Black cotton soil land,4.73,52488
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.4,86841
Pulses,NABARD Loan,Gadag,Rainfed,1.14,19335
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,1.29,48986
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,0.7,52884
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.4,42798
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,3.31,21484
Banana,Horticulture Loan,Mandya,Irrigated,2.37,51115
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,2.1,46097
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,1.72,64668
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.66,57815
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,1.16,40809
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.9,94143
Pulses,NABARD Loan,Bidar,Rainfed,2.69,21520
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.67,53965
Coconut,Plantation Loan,Udupi,Coastal loamy,1.86,40787
Wheat,PM Kisan Loan,Bagalkot,Dryland,2.43,33907
Mango,Horticulture Loan,Kolar,Dryland,1.65,44358
Wheat,Crop Loan,Bagalkot,Irrigated,1.78,27002
Rice,Irrigation Loan,Shivamogga,Irrigated,3.02,34601
Rice,Irrigation Loan,Raichur,Irrigated,2.81,36255
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,2.27,57389
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.06,83666
Maize,Farm Mechanization Loan,Gadag,Rainfed,2.53,24146
Sugarcane,Irrigation Loan,Mysuru,Irrigated,5.95,49585
Banana,Horticulture Loan,Mandya,Irrigated,1.64,47198
Floriculture,NABARD Loan,Tumakuru,Polyhouse,0.97,65505
Beekeeping,Agri Clinic Loan,Kodagu,Dryland,1.01,63856
Millets,Organic Farming Loan,Koppal,Dryland,4.14,19177
Wheat,Crop Loan,Bagalkot,Dryland,2.4,25475
Pulses,Organic Farming Loan,Gadag,Dryland,2.16,23063
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,4.11,33297
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,4.61,48731
Cotton,Pest Management Loan,Haveri,Black cotton soil land,4.93,36067
Wheat,Crop Loan,Vijayapura,Irrigated,4.99,32340
Coconut,Plantation Loan,Tumakuru,Coastal loamy,3.76,59668
Cotton,Kisan Credit Card,Dharwad,Dryland,4.07,30862
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.13,75639
Wheat,Crop Loan,Kalaburagi,Irrigated,4.77,33381
Banana,Horticulture Loan,Mandya,Irrigated,2.98,42568
Pulses,Organic Farming Loan,Dharwad,Rainfed,2.78,20711
Rice,Irrigation Loan,Mysuru,Irrigated,3.98,31824
Groundnut,Crop Loan,Bengaluru Rural,Dryland,3.56,33255
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,2.8,20211
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,4.77,23650
Millets,Organic Farming Loan,Koppal,Rainfed,4.82,16789
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,1.57,68905
Banana,Horticulture Loan,Hassan,Wetland,2.4,48413
Millets,Soil Health Card Loan,Tumakuru,Rainfed,3.85,18803
Silk,Agricultural Term Loan,Ramanagara,Dryland,2.38,68196
Beekeeping,Apiculture Loan,Kodagu,Dryland,1.87,55613
Maize,Crop Loan,Davanagere,Dryland,2.91,28536
Maize,Crop Loan,Davanagere,Dryland,2.83,24183
Beekeeping,Apiculture Loan,Kodagu,Dryland,0.99,65338
Floriculture,Floriculture Loan,Bengaluru Urban,Polyhouse,0.52,56645
Silk,Agricultural Term Loan,Chikkaballapur,Irrigated,1.93,50942
Wheat,Crop Loan,Bagalkot,Irrigated,3.03,26986
Millets,Soil Health Card Loan,Ballari,Rainfed,2.34,19465
Banana,Horticulture Loan,Hassan,Irrigated,2.77,46934
Banana,Horticulture Loan,Mysuru,Wetland,2.99,52613
Silk,NABARD Loan,Kolar,Dryland,2.27,74170
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.63,29202
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,1.89,53446
Maize,Crop Loan,Gadag,Rainfed,2.15,27038
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,2.95,59871
Floriculture,Floriculture Loan,Bengaluru Urban,Irrigated,1.18,59460
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.12,64547
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.57,99224
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.07,20618
Sugarcane,Irrigation Loan,Mysuru,Irrigated,4.9,50943
Banana,Horticulture Loan,Mandya,Wetland,2.68,43518
Cotton,Pest Management Loan,Ballari,Black cotton soil land,2.14,34937
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.33,69064
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,2.35,55862
Pulses,Organic Farming Loan,Raichur,Dryland,1.44,20882
Organic Vegetables,Horticulture Loan,Tumakuru,Irrigated,1.77,36554
Cotton,Pest Management Loan,Ballari,Dryland,3.57,36838
Rice,Kisan Credit Card,Mandya,Wetland,1.26,35846
Pulses,NABARD Loan,Bidar,Rainfed,3.87,18869
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,1.24,47144
Sugarcane,Farm Mechanization Loan,Belagavi,Irrigated,4.46,51594
Wheat,Crop Loan,Vijayapura,Irrigated,1.67,32423
Rice,Crop Loan,Mysuru,Wetland,3.7,39646
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,1.86,65694
Banana,Horticulture Loan,Hassan,Wetland,3.23,44585
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.27,26564
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,0.63,55582
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,1.85,37966
Beekeeping,Apiculture Loan,Shivamogga,Forest edge,0.53,67137
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,0.54,74933
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,2.49,42899
Pulses,PM Kisan Loan,Raichur,Rainfed,1.14,24362
Floriculture,Floriculture Loan,Bengaluru Urban,Irrigated,0.73,67514
Wheat,PM Kisan Loan,Bagalkot,Dryland,3.34,30366
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.34,87241
Banana,Irrigation Loan,Hassan,Wetland,2.54,53085
Maize,Farm Mechanization Loan,Chikkaballapur,Dryland,3.1,34199
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,3.3,29847
Cotton,Kisan Credit Card,Dharwad,Dryland,2.13,34974
Millets,Soil Health Card Loan,Tumakuru,Dryland,2.25,19458
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,2.14,97655
Banana,Irrigation Loan,Mysuru,Wetland,1.53,54604
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,2.31,41002
Silk,NABARD Loan,Ramanagara,Dryland,2.56,71655
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.86,67529
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,0.78,56951
Banana,Irrigation Loan,Hassan,Irrigated,2.78,42307
Millets,Organic Farming Loan,Koppal,Rainfed,3.6,15161
Rice,Crop Loan,Raichur,Wetland,2.4,38184
Sugarcane,Irrigation Loan,Mysuru,Irrigated,2.57,49565
Pulses,Organic Farming Loan,Dharwad,Rainfed,1.23,20266
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,1.58,26225
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,1.0,49803
Wheat,Crop Loan,Bagalkot,Irrigated,4.2,29452
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,2.03,74445
Rice,Kisan Credit Card,Raichur,Wetland,3.55,30981
Maize,Crop Loan,Davanagere,Rainfed,2.81,29330
Rice,Kisan Credit Card,Raichur,Wetland,1.06,39163
Wheat,Crop Loan,Bagalkot,Dryland,4.28,33707
Maize,Crop Loan,Davanagere,Rainfed,3.01,32977
Pulses,PM Kisan Loan,Gadag,Dryland,3.43,21774
Silk,NABARD Loan,Ramanagara,Dryland,2.05,64699
Millets,Soil Health Card Loan,Chitradurga,Rainfed,5.67,21554
Pulses,NABARD Loan,Gadag,Dryland,2.63,20794
Mango,Horticulture Loan,Ramanagara,Black cotton soil land,2.3,59821
Maize,Farm Mechanization Loan,Gadag,Rainfed,4.81,28630
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,1.15,69576
Millets,Organic Farming Loan,Koppal,Dryland,5.51,21454
Wheat,Crop Loan,Bagalkot,Dryland,4.54,26096
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.79,76522
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.37,86981
Cotton,Pest Management Loan,Haveri,Dryland,2.84,33529
Cotton,Crop Loan,Haveri,Black cotton soil land,4.65,43473
Silk,Agricultural Term Loan,Ramanagara,Dryland,2.37,50568
Banana,Horticulture Loan,Hassan,Irrigated,2.77,51164
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.89,77905
Maize,Crop Loan,Gadag,Rainfed,4.32,26486
Silk,NABARD Loan,Chikkaballapur,Irrigated,1.84,73729
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.01,98449
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.12,45842
Maize,Farm Mechanization Loan,Davanagere,Rainfed,3.71,23432
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.89,78850
Wheat,Crop Loan,Vijayapura,Irrigated,4.7,33309
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.57,80956
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.41,31170
Cotton,Crop Loan,Gadag,Dryland,3.44,39725
Beekeeping,Agri Clinic Loan,Chamarajanagar,Forest edge,1.75,62294
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.65,99966
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,1.24,35807
Rice,Kisan Credit Card,Raichur,Wetland,2.35,32468
Coffee,NABARD Loan,Kodagu,Black cotton soil land,0.72,85773
Cotton,Kisan Credit Card,Haveri,Black cotton soil land,3.29,35837
Sugarcane,Agricultural Term Loan,Belagavi,Irrigated,3.24,45413
Maize,Crop Loan,Davanagere,Rainfed,4.26,22295
Mango,Horticulture Loan,Ramanagara,Dryland,1.94,56788
Banana,Irrigation Loan,Mandya,Wetland,1.69,47994
Beekeeping,Agri Clinic Loan,Chamarajanagar,Dryland,1.66,58391
Mango,Organic Farming Loan,Kolar,Dryland,2.11,40779
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.4,52115
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,1.7,56367
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,1.74,42925
Coffee,Plantation Development Loan,Hassan,Black cotton soil land,0.64,80422
Pulses,PM Kisan Loan,Dharwad,Dryland,1.08,18960
Banana,Horticulture Loan,Mysuru,Wetland,1.69,43031
Organic Vegetables,Organic Farming Loan,Dharwad,Dryland,2.17,48853
Wheat,Crop Loan,Bagalkot,Dryland,4.89,34050
Coffee,NABARD Loan,Hassan,Wetland,0.78,74674
Sugarcane,Farm Mechanization Loan,Bagalkot,Black cotton soil land,3.33,46209
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,2.62,37061
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.07,99454
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.23,75349
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.64,78948
Wheat,Crop Loan,Vijayapura,Irrigated,4.25,33051
Sugarcane,Agricultural Term Loan,Belagavi,Black cotton soil land,2.48,57764
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,0.67,84630
Coconut,Plantation Loan,Udupi,Coastal loamy,1.41,56804
Coffee,Plantation Development Loan,Kodagu,Wetland,0.59,77639
Silk,Agricultural Term Loan,Ramanagara,Irrigated,2.49,69387
Banana,Irrigation Loan,Hassan,Wetland,1.63,47854
Millets,Organic Farming Loan,Tumakuru,Rainfed,5.65,21400
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,2.18,41799
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,3.64,25095
Pulses,Organic Farming Loan,Bidar,Rainfed,1.98,19079
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,1.77,71981
Fish Farming,Fisheries Loan,Udupi,Wetland,2.1,76553
Millets,Organic Farming Loan,Ballari,Dryland,2.61,18038
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,0.61,57693
Cotton,Crop Loan,Ballari,Black cotton soil land,4.46,43322
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.28,96077
Mango,Horticulture Loan,Ramanagara,Dryland,2.22,44710
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,1.44,64104
Rice,Irrigation Loan,Mysuru,Irrigated,1.05,37640
Cotton,Crop Loan,Gadag,Black cotton soil land,4.53,33634
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.66,72098
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.05,63231
Sugarcane,Farm Mechanization Loan,Belagavi,Black cotton soil land,4.67,45294
Pulses,NABARD Loan,Dharwad,Rainfed,3.09,20935
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,2.7,38318
Rice,Irrigation Loan,Mysuru,Irrigated,2.32,36063
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,2.56,45144
Sugarcane,Irrigation Loan,Mysuru,Black cotton soil land,4.15,52700
Floriculture,NABARD Loan,Doddaballapura,Irrigated,0.68,68377
Millets,Organic Farming Loan,Tumakuru,Dryland,4.25,19952
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,2.0,45225
Silk,NABARD Loan,Chikkaballapur,Irrigated,1.34,69016
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,3.43,21193
Groundnut,Crop Loan,Bengaluru Rural,Dryland,3.57,26470
Coconut,Plantation Loan,Dakshina Kannada,Irrigated,3.9,45754
Cotton,Pest Management Loan,Dharwad,Black cotton soil land,2.94,44215
Rice,Irrigation Loan,Mandya,Irrigated,3.14,38009
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.92,69602
Cotton,Kisan Credit Card,Haveri,Black cotton soil land,4.37,33334
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.11,83419
Rice,Kisan Credit Card,Mysuru,Irrigated,2.15,38817
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,2.27,91196
Floriculture,NABARD Loan,Tumakuru,Irrigated,1.39,51162
Silk,Agricultural Term Loan,Ramanagara,Dryland,2.73,56843
Sugarcane,Farm Mechanization Loan,Mandya,Irrigated,5.58,53091
Sugarcane,Farm Mechanization Loan,Mandya,Irrigated,2.08,48834
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,1.84,43122
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,0.85,80264
Sugarcane,Agricultural Term Loan,Mandya,Irrigated,3.39,55445
Pulses,Organic Farming Loan,Raichur,Rainfed,2.12,24646
Banana,Horticulture Loan,Hassan,Irrigated,3.45,42300
Silk,NABARD Loan,Kolar,Dryland,1.67,60822
Wheat,PM Kisan Loan,Bagalkot,Dryland,3.49,25926
Mango,Horticulture Loan,Kolar,Dryland,1.24,51753
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,4.39,29264
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,1.24,66505
Wheat,Crop Loan,Kalaburagi,Dryland,2.72,32574
Pulses,PM Kisan Loan,Gadag,Rainfed,2.65,19735
Groundnut,Crop Loan,Bengaluru Rural,Dryland,3.3,23338
Millets,Soil Health Card Loan,Koppal,Dryland,3.74,21103
Rice,Irrigation Loan,Mysuru,Wetland,2.85,34118
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,0.75,73392
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.21,93912
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.42,33635
Sugarcane,Irrigation Loan,Bagalkot,Irrigated,2.53,58169
Groundnut,Crop Loan,Bengaluru Rural,Black cotton soil land,3.52,20600
Cotton,Kisan Credit Card,Dharwad,Black cotton soil land,2.51,39990
Coconut,Plantation Loan,Udupi,Coastal loamy,2.1,49200
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.65,73151
Maize,Farm Mechanization Loan,Chikkaballapur,Rainfed,4.53,22814
Rice,Crop Loan,Mysuru,Wetland,1.28,38017
Cotton,Crop Loan,Dharwad,Dryland,2.25,35468
Cotton,Pest Management Loan,Ballari,Black cotton soil land,3.2,40732
Maize,Farm Mechanization Loan,Davanagere,Rainfed,3.66,34148
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,0.95,72472
Sugarcane,Agricultural Term Loan,Mysuru,Irrigated,3.03,47293
Wheat,PM Kisan Loan,Vijayapura,Dryland,4.29,27253
Coffee,NABARD Loan,Chikkamagaluru,Black cotton soil land,1.16,73032
Sugarcane,Irrigation Loan,Belagavi,Irrigated,2.39,48372
Mango,Horticulture Loan,Chikkaballapur,Dryland,3.22,46057
Cotton,Crop Loan,Ballari,Black cotton soil land,3.77,31661
Sugarcane,Farm Mechanization Loan,Belagavi,Black cotton soil land,2.16,51411
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,1.32,54277
Banana,Irrigation Loan,Mysuru,Irrigated,1.98,51149
Millets,Organic Farming Loan,Koppal,Dryland,5.02,15932
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.9,58312
Banana,Irrigation Loan,Mysuru,Wetland,1.73,46130
Cotton,Pest Management Loan,Haveri,Dryland,2.66,34045
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,1.03,35827
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,2.35,36762
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,4.93,58711
Sugarcane,Irrigation Loan,Belagavi,Irrigated,4.09,51009
Silk,Sericulture Loan,Chikkaballapur,Irrigated,2.19,50997
Coffee,Horticulture Loan,Hassan,Wetland,1.7,63235
Fish Farming,Fisheries Loan,Udupi,Wetland,2.11,97328
Millets,Organic Farming Loan,Koppal,Rainfed,3.05,21182
Wheat,PM Kisan Loan,Kalaburagi,Dryland,2.27,28455
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,0.65,78118
Mango,Organic Farming Loan,Kolar,Black cotton soil land,1.58,41348
Banana,Horticulture Loan,Mysuru,Irrigated,2.47,54633
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,4.2,46396
Maize,Farm Mechanization Loan,Gadag,Dryland,3.62,21380
Millets,PM Kisan Loan,Tumakuru,Rainfed,5.09,20334
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.59,30590
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.53,96517
Mango,Horticulture Loan,Chikkaballapur,Dryland,2.1,52065
Sugarcane,Agricultural Term Loan,Mandya,Irrigated,3.1,57363
Mango,Organic Farming Loan,Chikkaballapur,Dryland,3.94,36618
Floriculture,Floriculture Loan,Tumakuru,Irrigated,1.51,77706
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,1.42,90661
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.85,64710
Pulses,PM Kisan Loan,Gadag,Rainfed,3.1,23721
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.47,85344
Groundnut,Organic Farming Loan,Tumakuru,Dryland,4.51,20960
Groundnut,Crop Loan,Bengaluru Rural,Dryland,4.11,34688
Cotton,Pest Management Loan,Dharwad,Dryland,3.37,34715
Wheat,Crop Loan,Kalaburagi,Dryland,2.34,31275
Maize,Farm Mechanization Loan,Davanagere,Dryland,2.48,32803
Mango,Organic Farming Loan,Kolar,Dryland,1.93,35618
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.13,78574
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.8,80199
Fish Farming,Fisheries Loan,Udupi,Wetland,0.51,67869
Beekeeping,Agri Clinic Loan,Chamarajanagar,Dryland,1.92,60946
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,2.31,45987
Coffee,Plantation Development Loan,Hassan,Black cotton soil land,0.82,75364
Wheat,PM Kisan Loan,Kalaburagi,Irrigated,4.95,34054
Groundnut,Crop Loan,Bengaluru Rural,Dryland,3.85,27455
Banana,Irrigation Loan,Mysuru,Wetland,3.16,54902
Silk,Agricultural Term Loan,Ramanagara,Dryland,2.68,69026
Beekeeping,Apiculture Loan,Shivamogga,Dryland,0.96,53636
Rice,Crop Loan,Shivamogga,Wetland,2.64,39557
Groundnut,Organic Farming Loan,Tumakuru,Dryland,3.59,20845
Banana,Irrigation Loan,Mysuru,Irrigated,2.03,42758
Rice,Kisan Credit Card,Shivamogga,Irrigated,2.62,34357
Sugarcane,Agricultural Term Loan,Mysuru,Black cotton soil land,2.68,58365
Coconut,Plantation Loan,Udupi,Coastal loamy,1.1,42995
Maize,Farm Mechanization Loan,Gadag,Dryland,3.87,22105
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,1.24,57667
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.71,71857
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,3.47,50252
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.26,62887
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,2.35,47278
Banana,Irrigation Loan,Mysuru,Wetland,2.68,47558
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.45,31777
Millets,Soil Health Card Loan,Tumakuru,Dryland,5.78,18549
Pulses,Organic Farming Loan,Bidar,Dryland,3.61,19303
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,2.43,73512
Wheat,Crop Loan,Vijayapura,Dryland,4.0,34078
Maize,Farm Mechanization Loan,Chikkaballapur,Rainfed,3.76,20792
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.46,99257
Wheat,PM Kisan Loan,Vijayapura,Dryland,1.62,29602
Rice,Kisan Credit Card,Mysuru,Wetland,3.17,37540
Rice,Irrigation Loan,Shivamogga,Wetland,1.19,34005
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.46,85689
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,0.72,66277
Millets,Organic Farming Loan,Ballari,Rainfed,5.85,18777
Rice,Crop Loan,Mysuru,Wetland,3.17,39640
Mango,Horticulture Loan,Chikkaballapur,Black cotton soil land,2.26,36915
Rice,Crop Loan,Raichur,Irrigated,2.72,34875
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,1.62,44634
Silk,Sericulture Loan,Ramanagara,Dryland,2.83,56607
Sugarcane,Irrigation Loan,Belagavi,Black cotton soil land,5.07,47032
Cotton,Kisan Credit Card,Ballari,Dryland,2.15,36101
Beekeeping,Agri Clinic Loan,Kodagu,Forest edge,0.62,63504
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.92,86776
Wheat,PM Kisan Loan,Vijayapura,Dryland,3.5,33823
Millets,Soil Health Card Loan,Ballari,Rainfed,5.34,16021
Wheat,Crop Loan,Bagalkot,Dryland,3.25,32662
Banana,Horticulture Loan,Mandya,Irrigated,3.45,47748
Wheat,PM Kisan Loan,Vijayapura,Irrigated,4.64,29446
Sugarcane,Agricultural Term Loan,Mysuru,Irrigated,2.81,56609
Maize,Farm Mechanization Loan,Davanagere,Rainfed,2.91,25870
